futureUnit,plannedNumberOfLessons,priorKnowledgeRequirements,priorUnit,unitId,unitTitle,unitDescription,subjectTitle
209.0,15,"[""Identify and name a variety of common wild and garden plants, including evergreen and deciduous trees"", ""Identify and describe the basic structure of a variety of common plants, including trees"", ""Observe and describe how seeds and bulbs grow into mature plants"", ""Find out and describe how plants need water, light and a suitable temperature to grow""]",108.0,116,What plants do and what they need,"This unit explores the functions of different parts of flowering plants, including roots, stems, leaves, and flowers. It investigates plant requirements for growth and the role of flowers in pollination, seed formation, and dispersal. Emphasis is on practical enquiries, and data presentation.",Science
507.0,5,"[""[Y2] Animals, including humans, need water and food for survival."", ""[Y4, Y6] Humans are made up of different parts with different functions, including organ systems such as the digestive system and circulatory system."", ""[Y4] Basic parts of the human digestive system and their simple functions."", ""[Y6] The main parts of the human circulatory system, including the blood vessels and blood."", ""Specialised cells in animals and plants have shapes, sizes and structures that are adapted for the jobs the cells do."", ""Muscles have important roles in organ systems.""]",1072.0,505,Human digestive system,"This unit examines the human digestive system, including the roles of tissues, organs, enzymes, and beneficial bacteria. It also focuses on evaluating risks, interpreting data, identifying patterns, and suggesting improvements to enhance the reliability of investigations.",Science
,4,"[""Disease is a cause of ill health."", ""Lifestyle factors can cause or increase the risk of disease."", ""Communicable diseases are caused by pathogens including viruses, bacteria, protists and fungi."", ""Ways in which pathogens can be spread."", ""Some common communicable diseases caused by viruses, bacteria, protists and fungi.""]",762.0,898,Medicines and new treatments for disease,"This unit covers vaccines, medicines, and monoclonal antibodies for disease prevention and treatment. It explains aseptic techniques, medicine development, and antibody uses. The focus is on ethical considerations, risk evaluation, and societal impacts of scientific advances.",Biology
,4,"[""Disease is a cause of ill health."", ""Lifestyle factors can cause or increase the risk of disease."", ""Communicable diseases are caused by pathogens including viruses, bacteria, protists and fungi."", ""Ways in which pathogens can be spread."", ""Some common communicable diseases caused by viruses, bacteria, protists and fungi.""]",762.0,898,Medicines and new treatments for disease,"This unit covers vaccines, medicines, and monoclonal antibodies for disease prevention and treatment. It explains aseptic techniques, medicine development, and antibody uses. The focus is on ethical considerations, risk evaluation, and societal impacts of scientific advances.",Combined science
667.0,6,"[""Increasing levels of greenhouse gases in the atmosphere is leading to global warming and climate change."", ""Carbon dioxide is a greenhouse gas, released by living organisms and produced when burning fuels."", ""Methane is a greenhouse gas, released by living organisms and from the ground."", ""Methane is a more potent greenhouse gas than carbon dioxide."", ""Reducing greenhouse gas emissions can reduce the rate of global warming and may even help to reverse it."", ""Since the industrial revolution, in the 1850s, overall global surface temperatures have been increasing."", ""Scientists can explain how increased levels of greenhouse gases contribute to global warming."", ""Burning fuels produces greenhouse gases, other pollutant gases, and particulates."", ""Greenhouse gas emissions can be reduced by using less energy and switching to renewable energy sources."", ""Renewable energy resources will not run out because they are replenished more quickly than we use them up.""]",3767.0,3768,Climate change and biodiversity,"In this unit pupils learn about the impact of agriculture and deforestation on biodiversity, and to more thoroughly consider the effects of climate change on biodiversity and food production.",Science
899.0,8,"[""Fertilisation is the fusion of gametes."", ""Sexual reproduction involves the nuclei of two gametes fusing together."", ""The nucleus of a cell contains DNA."", ""Plants are producers and form the base of food chains and as such are important to food production.""]",694.0,696,Reproduction in plants,"This unit explores plant reproduction, including flower structure, pollination, fertilisation, seed formation, and dispersal mechanisms. It highlights the role of insect pollination in food security. Focus is on planning and conducting enquiries, and ensuring reliable observations.",Science
,9,"[""Producers, including plants, use a chemical process called photosynthesis to make their own food in the form of glucose (a type of carbohydrate)."", ""A balanced symbol equation to summarise the chemical reactants and products of the process of photosynthesis."", ""Plant leaves are adapted for photosynthesis; they have stomata for gas exchange, to absorb carbon dioxide and release waste oxygen."", ""Photosynthesis takes place in chloroplasts in cells that make up the aerial parts of plants."", ""Chloroplasts contain a pigment called chlorophyll that absorbs light."", ""Light is not a chemical reactant, but transfers energy to chlorophyll to enable photosynthesis to take place."", ""Enzymes are the catalysts for many chemical reactions in living organisms."", ""Photosynthesis involves many chemical reactions, catalysed by enzymes."", ""Enzymes work best in optimum conditions and less well when conditions change away from the optimum.""]",573.0,574,Photosynthesis: factors affecting the rate,"This unit explores factors affecting photosynthesis rates and focuses on planning and conducting experiments. It includes selecting techniques, accurate measurements, data analysis, and evaluating methods to improve reliability and suggest further investigations.",Combined science
,9,"[""Producers, including plants, use a chemical process called photosynthesis to make their own food in the form of glucose (a type of carbohydrate)."", ""A balanced symbol equation to summarise the chemical reactants and products of the process of photosynthesis."", ""Plant leaves are adapted for photosynthesis; they have stomata for gas exchange, to absorb carbon dioxide and release waste oxygen."", ""Photosynthesis takes place in chloroplasts in cells that make up the aerial parts of plants."", ""Chloroplasts contain a pigment called chlorophyll that absorbs light."", ""Light is not a chemical reactant, but transfers energy to chlorophyll to enable photosynthesis to take place."", ""Enzymes are the catalysts for many chemical reactions in living organisms."", ""Photosynthesis involves many chemical reactions, catalysed by enzymes."", ""Enzymes work best in optimum conditions and less well when conditions change away from the optimum.""]",573.0,574,Photosynthesis: factors affecting the rate,"This unit explores factors affecting photosynthesis rates and focuses on planning and conducting experiments. It includes selecting techniques, accurate measurements, data analysis, and evaluating methods to improve reliability and suggest further investigations.",Biology
682.0,7,"[""There are different types of rock that have different properties."", ""Some types of rock are harder than other types and scratch them."", ""Some types of rock contain fossils and other types do not."", ""Soil is made of tiny pieces of rock and organic matter, such as rotting leaves."", ""Earth is a rocky planet."", ""Earth is shaped as a sphere.""]",112.0,678,Earth's resources,"This unit explores Earth's composition, structure, and rock cycle, including the formation of igneous, sedimentary, and metamorphic rocks. It also examines Earth as a source of limited resources and the importance of recycling, alongside skills in making and evaluating observations and measurements.",Science
970.0,11,"[""The neutralisation reaction is: base + acid \u2b62 salt + water"", ""Metal carbonate + acid \u2b62 salt + water + carbon dioxide"", ""Oxygen gas has a mass, as all gases do."", ""When a metal reacts with acid bubbles may form, the temperature rise and the metal reduce in size or disappear."", ""Characteristics of chemical reactions include changes in colour, bubbling, or a change of temperature."", ""Bubbles appear when a gas is produced in a chemical reaction.""]",1149.0,965,Rate of reaction,"This unit explores factors influencing reaction rates, including temperature, concentration, surface area, and catalysts. It covers using models and theories to develop hypotheses, planning and conducting experiments safely, selecting appropriate techniques, and presenting and translating data.",Chemistry
970.0,11,"[""The neutralisation reaction is: base + acid \u2b62 salt + water"", ""Metal carbonate + acid \u2b62 salt + water + carbon dioxide"", ""Oxygen gas has a mass, as all gases do."", ""When a metal reacts with acid bubbles may form, the temperature rise and the metal reduce in size or disappear."", ""Characteristics of chemical reactions include changes in colour, bubbling, or a change of temperature."", ""Bubbles appear when a gas is produced in a chemical reaction.""]",1149.0,965,Rate of reaction,"This unit explores factors influencing reaction rates, including temperature, concentration, surface area, and catalysts. It covers using models and theories to develop hypotheses, planning and conducting experiments safely, selecting appropriate techniques, and presenting and translating data.",Combined science
486.0,8,"[""The names of basic components of an electric circuit."", ""The circuit symbols of basic components of an electric circuit."", ""A complete circuit is needed for a circuit to work."", ""A switch opens and closes to break and complete a circuit."", ""Metals are good conductors of electricity."", ""Having more cells in a simple (series) circuit makes a bulb brighter or a buzzer louder."", ""In a simple circuit, a battery with a higher voltage makes a bulb brighter or a buzzer louder.""]",216.0,484,Series circuits,"This unit covers electric current, potential difference, and resistance in series and parallel circuits. It also explores charge separation, electron transfer, and electric fields. The unit focuses on interpreting data, identifying patterns, and drawing conclusions using scientific knowledge.",Science
572.0,4,"[""Plants are multicellular organisms \u2013 they are made up of millions of living cells."", ""Plants do not take in food; they are producers that make their own food in the form of carbohydrate by photosynthesis."", ""The chemical reactants of photosynthesis are water and carbon dioxide."", ""Photosynthesis can only happen in the light."", ""The chemical products of photosynthesis are oxygen and glucose (a type of carbohydrate)."", ""Photosynthesis involves many chemical reactions; a word summary of the reactants and products is a model of the process."", ""Plant leaves are adapted for photosynthesis; they have stomata for gas exchange, to absorb carbon dioxide and release waste oxygen; and they have a large surface area to absorb light."", ""The cells that make up leaves have chloroplasts that contain chlorophyll, where photosynthesis takes place.""]",568.0,569,Photosynthesis: requirements and products,"This unit explores photosynthesis as the basis for food and biomass, examines cell structure and adaptations in eukaryotic and prokaryotic cells, and covers the photosynthesis process. It focuses on using models and theories to develop hypotheses, interpret data, and present reasoned explanations.",Biology
572.0,4,"[""Plants are multicellular organisms \u2013 they are made up of millions of living cells."", ""Plants do not take in food; they are producers that make their own food in the form of carbohydrate by photosynthesis."", ""The chemical reactants of photosynthesis are water and carbon dioxide."", ""Photosynthesis can only happen in the light."", ""The chemical products of photosynthesis are oxygen and glucose (a type of carbohydrate)."", ""Photosynthesis involves many chemical reactions; a word summary of the reactants and products is a model of the process."", ""Plant leaves are adapted for photosynthesis; they have stomata for gas exchange, to absorb carbon dioxide and release waste oxygen; and they have a large surface area to absorb light."", ""The cells that make up leaves have chloroplasts that contain chlorophyll, where photosynthesis takes place.""]",568.0,569,Photosynthesis: requirements and products,"This unit explores photosynthesis as the basis for food and biomass, examines cell structure and adaptations in eukaryotic and prokaryotic cells, and covers the photosynthesis process. It focuses on using models and theories to develop hypotheses, interpret data, and present reasoned explanations.",Combined science
487.0,7,"[""Light moves in straight lines to form a shadow in the same shape as an opaque object."", ""A light ray is just a line that shows the direction light travels in."", ""A light source is seen when light from it travels into the eye."", ""Objects are seen when light reflects off them into the eye."", ""Light enters the eye through a hole called a pupil."", ""Light is detected by special cells in the retina, on the back of the eye."", ""Light reflects off rough surfaces in many different directions."", ""An eye detects light reflecting off an object in the direction of the eye and enters it through the pupil.""]",483.0,485,Making images,"This unit explores the transmission of light, including absorption, scattering, and reflection, and the use of the ray model in imaging, refraction, and lenses. It also covers energy transfer in various processes, using safe techniques, making accurate observations, and improving reliability.",Science
959.0,4,"[""All matter is made up of atoms."", ""Each element is made up of just one sort of atom."", ""Each element is made of a different type of atom."", ""Each element has particular physical properties."", ""Each element has particular chemical properties."", ""Metals are good thermal and electrical conductors, they are strong, shiny, malleable and ductile."", ""Non-metals are normally poor thermal and electrical conductors, they are not strong, and are dull and brittle."", ""Metals are found on the left side and in the middle of the periodic table, non-metals on the right side."", ""Each element has a chemical symbol of which the first letter is always a capital.""]",674.0,498,Patterns in the periodic table,"This unit explores the periodic table, including the principles behind Mendeleev's design, the arrangement of elements into periods and groups, and the classification of metals and non-metals. It examines how the physical and chemical properties of elements predict reaction patterns.",Science
675.0,11,"[""Some materials will dissolve in a liquid to form a solution."", ""Dissolving is a reversible change."", ""Changes of state are reversible."", ""Some changes result in the formation of a new substance.""]",496.0,673,Solutions,"This unit explores the concepts of pure substances, mixtures, and diffusion in liquids and gases. It emphasises accuracy, precision, and the use of appropriate techniques during investigations. The focus is on making predictions and recording reliable observations.",Science
682.0,6,"[""In a chemical reaction, atoms rearrange themselves to form new substances"", ""Chemical reactions cannot usually be reversed easily"", ""Combustion is the reaction of substances with oxygen"", ""Burning is also used to describe the reaction of substances with oxygen, but is most often used when flames are seen"", ""Combustion requires three things: fuel, heat and oxygen""]",676.0,679,Fuels and energetics,"This unit examines energy changes in state, exothermic and endothermic reactions, and energy transfers in various processes. It emphasises objectivity, accuracy, and precision in scientific enquiries, data interpretation, and the use of tables, graphs, and reliable methods.",Science
,9,"[""Arrows on magnetic field lines show the direction in which the north-seeking pole of another magnet would be forced."", ""Where a magnetic field is stronger, the field lines are closer together."", ""When there is an electric current in a wire, there is a magnetic field around the wire."", ""When there is an electric current in a coil of wire, the magnetic field around each loop adds to make a stronger field."", ""An electromagnet is made by wrapping a coil of wire around a core."", ""An electromagnet is a magnet that can be turned on with an electric current, and turned off."", ""The more loops of wire in the coil of an electromagnet, the stronger its magnetic field."", ""The larger the current through the coil of an electromagnet, the stronger its magnetic field."", ""The more tightly wound the coil of wire is in an electromagnet, the stronger its magnetic field."", ""A soft iron core increases the strength of an electromagnet because it becomes magnetised when it is turned on.""]",486.0,493,Electromagnetism,"This unit explores magnetism, including permanent and induced magnets, magnetic fields, and Earth's magnetism. It covers current-induced magnetic effects, electric motors, and devices like microphones and loudspeakers, with an emphasis on models, calculations, and practical applications.",Physics
,9,"[""Arrows on magnetic field lines show the direction in which the north-seeking pole of another magnet would be forced."", ""Where a magnetic field is stronger, the field lines are closer together."", ""When there is an electric current in a wire, there is a magnetic field around the wire."", ""When there is an electric current in a coil of wire, the magnetic field around each loop adds to make a stronger field."", ""An electromagnet is made by wrapping a coil of wire around a core."", ""An electromagnet is a magnet that can be turned on with an electric current, and turned off."", ""The more loops of wire in the coil of an electromagnet, the stronger its magnetic field."", ""The larger the current through the coil of an electromagnet, the stronger its magnetic field."", ""The more tightly wound the coil of wire is in an electromagnet, the stronger its magnetic field."", ""A soft iron core increases the strength of an electromagnet because it becomes magnetised when it is turned on.""]",486.0,493,Electromagnetism,"This unit explores magnetism, including permanent and induced magnets, magnetic fields, and Earth's magnetism. It covers current-induced magnetic effects, electric motors, and devices like microphones and loudspeakers, with an emphasis on models, calculations, and practical applications.",Combined science
1145.0,8,"[""There are three states of matter: solid, liquid and gas"", ""Changes of state can be achieved by heating or cooling"", ""Solids, liquids and gases have different properties"", ""Only gases can be compressed, so gases can have different pressures"", ""Fluids fill the container they\u2019re in"", ""Fluids can be poured (they can flow)"", ""The particle model shows how solids, liquids and gases are organised together""]",496.0,1148,States of matter,"This unit covers the particle model, states of matter, and changes between them, distinguishing physical from chemical changes. It explains the concept of purity in scientific terms, using melting point data to identify pure and impure substances, and explores the limitations of the particle model.",Combined science
1145.0,8,"[""There are three states of matter: solid, liquid and gas"", ""Changes of state can be achieved by heating or cooling"", ""Solids, liquids and gases have different properties"", ""Only gases can be compressed, so gases can have different pressures"", ""Fluids fill the container they\u2019re in"", ""Fluids can be poured (they can flow)"", ""The particle model shows how solids, liquids and gases are organised together""]",496.0,1148,States of matter,"This unit covers the particle model, states of matter, and changes between them, distinguishing physical from chemical changes. It explains the concept of purity in scientific terms, using melting point data to identify pure and impure substances, and explores the limitations of the particle model.",Chemistry
214.0,9,"[""Identify and describe the basic structure of a variety of common flowering plants"", ""Identify and describe the functions of different parts of flowering plants"", ""Explore the part flowers play in the life cycle of flowering plants, including pollination, seed formation and seed dispersal""]",116.0,209,Reproduction and life cycles: plants,"his unit explores the life process of reproduction in plants and animals. It focuses on planning scientific enquiries, measuring with precision, recording complex data, and using test results to make predictions. Emphasis is on presenting findings, and evaluating scientific evidence.",Science
215.0,19,"[""Animals and plants can be classified into groups based on their features"", ""Animals are often grouped into: mammals, fish, birds, amphibians and reptiles"", ""Animals can be classified into groups according to what they eat"", ""Everything can be classified into groups according to whether they are alive, dead or never alive"", ""Plants can be classified into groups depending on where they are found""]",106.0,119,Living things and the environment,"This unit focuses on grouping living things and using classification keys to identify and name them in various environments. It explores how environmental changes can pose dangers to organisms. Emphasis is on asking questions, collecting data, and using evidence to support conclusions.",Science
107.0,6,"[""Explore the natural world around them, making observations of common animals, including pets"", ""Notice some similarities and differences between different animals"", ""Begin to understand the need to respect and care for all living things""]",,101,Naming and grouping animals,"This unit focuses on asking simple questions, identifying and classifying common animals, and gathering data. It includes identifying animals like fish, amphibians, reptiles, birds, and mammals, categorising them as carnivores, herbivores, or omnivores, and comparing their structures.",Science
482.0,12,"[""Observe how day length varies"", ""Recognise that light from the Sun can be dangerous and that there are ways to protect their eyes""]",104.0,213,"Earth, Sun and Moon","This unit covers the movement of the Earth, moon, and planets, describing them as spherical bodies. It explains Earth's rotation, causing day and night, and the sun's apparent movement. Emphasis is on recording complex data, presenting findings, and evaluating scientific evidence.",Science
507.0,7,"[""Identify, name, draw and label the basic parts of the human body"", ""Describe the importance for humans of exercise, eating the right amounts of different types of food, and hygiene"", ""Identify that animals, including humans, need the right types and amount of nutrition; they get nutrition from what they eat"", ""Identify that humans and some other animals have skeletons and muscles for support, protection and movement"", ""Describe the simple functions of the basic parts of the digestive system in humans""]",117.0,218,The human circulatory system,"This unit explores the human circulatory system, identifying the heart, blood vessels, and blood functions. It examines how diet, exercise, drugs, and lifestyle affect body function and details nutrient and water transport in animals. Emphasis is on data recording and presenting findings.",Science
962.0,19,"[""All matter is made up of atoms."", ""Each element is made up of just one sort of atom."", ""Each element is made of a different type of atom."", ""Each element has a chemical symbol of which the first letter is always a capital."", ""Group 0 elements are called noble gases and do not react."", ""The elements in Group 1 are all soft metals that float on water."", ""Group 1 metals get more reactive as you go down the group."", ""As you go down Group 7, the state of the elements at room temperature change from gas to solid."", ""Group 7 elements get less reactive as you go down the group."", ""The transition metals in the middle of the periodic table are not very reactive.""]",674.0,959,Atomic structure and the periodic table,"This unit covers the atomic model, relative atomic mass, isotopes, and the structure of the modern periodic table. It explains how atomic structure influences element positioning, properties, and reactivity. The focus is on identifying trends and using models to develop scientific explanations.",Combined science
962.0,19,"[""All matter is made up of atoms."", ""Each element is made up of just one sort of atom."", ""Each element is made of a different type of atom."", ""Each element has a chemical symbol of which the first letter is always a capital."", ""Group 0 elements are called noble gases and do not react."", ""The elements in Group 1 are all soft metals that float on water."", ""Group 1 metals get more reactive as you go down the group."", ""As you go down Group 7, the state of the elements at room temperature change from gas to solid."", ""Group 7 elements get less reactive as you go down the group."", ""The transition metals in the middle of the periodic table are not very reactive.""]",674.0,959,Atomic structure and the periodic table,"This unit covers the atomic model, relative atomic mass, isotopes, and the structure of the modern periodic table. It explains how atomic structure influences element positioning, properties, and reactivity. The focus is on identifying trends and using models to develop scientific explanations.",Chemistry
695.0,9,"[""[Y6] The impacts of lifestyle, including diet and exercise, on the way the human body functions.""]",301.0,693,Diet and exercise,"This unit covers the components of a healthy diet, energy requirements, and the effects of imbalances, exercise, asthma, and smoking on the body. It also focuses on planning scientific enquiries, applying mathematical concepts, performing calculations, and basic data analysis techniques.",Science
968.0,10,"[""Non-renewable energy resources cannot be replaced in our lifetime once they are used up."", ""There is a limited supply of non-renewable energy resources."", ""A chemical that is oxidised either gains oxygen or loses electrons."", ""A chemical that is reduced either loses oxygen or gains electrons."", ""A redox reaction is one in which both oxidation and reduction take place."", ""The reactivity series for metals shows how vigorously metals react, compared to each other."", ""The higher the position of a metal in the reactivity series, the more vigorously it is likely to react."", ""A metal ore is typically rock that contains a metal in a form that can be extracted."", ""Carbon can be used to extract some metals from their ores."", ""Carbon is more reactive than copper or zinc, but less reactive than aluminium or magnesium.""]",678.0,967,Using Earth's resources,"This unit covers crude oil, its role as a hydrocarbon source, and separation by fractional distillation. It explores cracking, metal reactivity, and extraction methods, including biological alternatives. Emphasis is on recycling, life-cycle assessments, and evaluating decisions.",Combined science
968.0,10,"[""Non-renewable energy resources cannot be replaced in our lifetime once they are used up."", ""There is a limited supply of non-renewable energy resources."", ""A chemical that is oxidised either gains oxygen or loses electrons."", ""A chemical that is reduced either loses oxygen or gains electrons."", ""A redox reaction is one in which both oxidation and reduction take place."", ""The reactivity series for metals shows how vigorously metals react, compared to each other."", ""The higher the position of a metal in the reactivity series, the more vigorously it is likely to react."", ""A metal ore is typically rock that contains a metal in a form that can be extracted."", ""Carbon can be used to extract some metals from their ores."", ""Carbon is more reactive than copper or zinc, but less reactive than aluminium or magnesium.""]",678.0,967,Using Earth's resources,"This unit covers crude oil, its role as a hydrocarbon source, and separation by fractional distillation. It explores cracking, metal reactivity, and extraction methods, including biological alternatives. Emphasis is on recycling, life-cycle assessments, and evaluating decisions.",Chemistry
105.0,5,"[""Explore the natural world around them using their senses"", ""Know some similarities and differences between different seasons"", ""Understand some important processes and changes in the natural world, including the seasons"", ""Begin to associate different types of weather with different seasons""]",,104,Seasonal changes: autumn and winter,"This unit explores observing changes across autumn and winter, including weather patterns and variations in day length. It emphasises asking questions, using simple equipment for observations, identifying and classifying, gathering data, and using observations to answer questions.",Science
483.0,12,"[""Recognise sounds from different sound sources through everyday experiences""]",,123,Introduction to sound,"This unit explores how sounds are made through vibrations, how they travel through mediums, and how pitch and volume relate to vibration strength. It also covers why sounds get fainter with distance. The emphasis is on practical enquiries, observations, and using results to draw conclusions.",Science
569.0,6,"[""Humans are multicellular organisms \u2013 they are made up of millions of living cells."", ""Specialised cells in animals have shapes, sizes and structures that are adapted for the jobs the cells do."", ""The circulatory system transports substances around the body in the blood."", ""The human body has a nervous system that enables us to sense and respond quickly to changes outside and inside the body."", ""Receptors detect stimuli."", ""Sensory neurons transmit nerve impulses from receptors to processing centres such as the brain in the CNS."", ""Motor neurons transmit nerve impulses from the CNS to effectors that carry out responses.""]",565.0,568,Coordination and control: hormones and the human endocrine system,"This unit explores hormonal control by the endocrine system, including blood sugar regulation by insulin and glucagon, and the roles of thyroxine and adrenaline. It covers the importance of maintaining a stable internal environment and compares types 1 and 2 diabetes and their treatments.",Combined science
569.0,6,"[""Humans are multicellular organisms \u2013 they are made up of millions of living cells."", ""Specialised cells in animals have shapes, sizes and structures that are adapted for the jobs the cells do."", ""The circulatory system transports substances around the body in the blood."", ""The human body has a nervous system that enables us to sense and respond quickly to changes outside and inside the body."", ""Receptors detect stimuli."", ""Sensory neurons transmit nerve impulses from receptors to processing centres such as the brain in the CNS."", ""Motor neurons transmit nerve impulses from the CNS to effectors that carry out responses.""]",565.0,568,Coordination and control: hormones and the human endocrine system,"This unit explores hormonal control by the endocrine system, including blood sugar regulation by insulin and glucagon, and the roles of thyroxine and adrenaline. It covers the importance of maintaining a stable internal environment and compares types 1 and 2 diabetes and their treatments.",Biology
570.0,8,"[""Living organisms are made up of one or more cells."", ""Animal, plant and other eukaryotic cells contain mitochondria that use food as a fuel for cellular respiration to provide energy for life processes."", ""Differences between breathing and cellular respiration."", ""In humans, the circulatory system transports substances from the gas exchange and digestive systems to cells for cellular respiration, and transports the waste products away."", ""Word equations for aerobic and anaerobic cellular respiration in humans."", ""Word equations for anaerobic cellular respiration in humans and in microorganisms."", ""Humans use anaerobic cellular respiration (fermentation) in microorganisms to make useful products such as bread, yogurt and alcoholic drinks.""]",569.0,572,Aerobic and anaerobic cellular respiration,"This unit covers cellular respiration as an exothermic reaction in all cells, comparing aerobic and anaerobic processes. It explores cell structures and functions, enhanced by electron microscopy. Emphasis is on conducting experiments, analysing data, and interpreting results.",Combined science
570.0,8,"[""Living organisms are made up of one or more cells."", ""Animal, plant and other eukaryotic cells contain mitochondria that use food as a fuel for cellular respiration to provide energy for life processes."", ""Differences between breathing and cellular respiration."", ""In humans, the circulatory system transports substances from the gas exchange and digestive systems to cells for cellular respiration, and transports the waste products away."", ""Word equations for aerobic and anaerobic cellular respiration in humans."", ""Word equations for anaerobic cellular respiration in humans and in microorganisms."", ""Humans use anaerobic cellular respiration (fermentation) in microorganisms to make useful products such as bread, yogurt and alcoholic drinks.""]",569.0,572,Aerobic and anaerobic cellular respiration,"This unit covers cellular respiration as an exothermic reaction in all cells, comparing aerobic and anaerobic processes. It explores cell structures and functions, enhanced by electron microscopy. Emphasis is on conducting experiments, analysing data, and interpreting results.",Biology
477.0,41,"[""Objects can have energy because they are: moving, raised, hot, squashed & springy, or contain chemicals that can react."", ""Energy can be transferred by forces that change the properties of an object (or system)."", ""Friction and drag act to continually reduce the speed of an unpropelled object."", ""Streamlining reduces drag."", ""Streamlining reduces how much a fluid needs to be pushed out of the way for an object to move through it."", ""Gravity pulls down with a steady force."", ""A gravitational force of about 10 N is needed to life one kg on the Earth."", ""Gravitational force (weight), W = m \u00d7 g"", ""Work done = force \u00d7 distance""]",453.0,476,Energy of moving objects,"This unit covers energy changes in systems through heating, forces, and electrical work. It includes energy storage, efficiency, and transfer methods like insulation. Emphasis is on calculating energy, conducting experiments, interpreting data, and communicating findings accurately.",Physics
477.0,41,"[""Objects can have energy because they are: moving, raised, hot, squashed & springy, or contain chemicals that can react."", ""Energy can be transferred by forces that change the properties of an object (or system)."", ""Friction and drag act to continually reduce the speed of an unpropelled object."", ""Streamlining reduces drag."", ""Streamlining reduces how much a fluid needs to be pushed out of the way for an object to move through it."", ""Gravity pulls down with a steady force."", ""A gravitational force of about 10 N is needed to life one kg on the Earth."", ""Gravitational force (weight), W = m \u00d7 g"", ""Work done = force \u00d7 distance""]",453.0,476,Energy of moving objects,"This unit covers energy changes in systems through heating, forces, and electrical work. It includes energy storage, efficiency, and transfer methods like insulation. Emphasis is on calculating energy, conducting experiments, interpreting data, and communicating findings accurately.",Combined science
3767.0,7,"[""Organisms interact with the environment in which they live."", ""Changes to the environment may make it harder for organisms to survive in a particular habitat."", ""Each element has particular chemical properties."", ""A compound may have different properties to each of the elements that it is made from."", ""Heating a solid makes its particles vibrate more quickly."", ""In thermal conductors, vibrating particles quickly cause the particles near to them to vibrate as well."", ""In thermal insulators, it is hard for vibrating particles to cause the particles near to them to vibrate as well."", ""Air is a good thermal insulator because it is a gas."", ""Thermal insulators often contain trapped air.""]",1070.0,3766,Climate change and living sustainably,"This unit introduces the greenhouse effect, global warming and the impact of climate change on weather events. It explores some actions that can be taken to use resources, and to live, in a sustainable way.",Science
667.0,11,"[""Food chains show the transfer of biomass from producers to consumers, and from prey to predators."", ""Food web diagrams represent several interconnected food chains within a community of organisms."", ""A change in the size of a population will affect other populations in the same community."", ""Habitats are where plants and animals live and they contain living (biotic) and non-living (abiotic) parts."", ""Organisms interact with the environment in which they live."", ""All species have features which make them suited to their environment."", ""Changes to the environment may make it harder for organisms to survive in a particular habitat."", ""Plants undergo both photosynthesis and respiration."", ""Carbon is stored in fossil fuels such as coal, oil and peat."", ""The size of populations of organisms can be estimated using sampling techniques.""]",634.0,659,Living organisms and their environments,"This unit explores ecosystem organisation, biotic and abiotic factors, material cycling, and the role of decomposers. It covers methods for identifying species and measuring their distribution. Emphasis is on selecting appropriate techniques, accurate measurements, sampling, and fieldwork practices.",Biology
667.0,11,"[""Food chains show the transfer of biomass from producers to consumers, and from prey to predators."", ""Food web diagrams represent several interconnected food chains within a community of organisms."", ""A change in the size of a population will affect other populations in the same community."", ""Habitats are where plants and animals live and they contain living (biotic) and non-living (abiotic) parts."", ""Organisms interact with the environment in which they live."", ""All species have features which make them suited to their environment."", ""Changes to the environment may make it harder for organisms to survive in a particular habitat."", ""Plants undergo both photosynthesis and respiration."", ""Carbon is stored in fossil fuels such as coal, oil and peat."", ""The size of populations of organisms can be estimated using sampling techniques.""]",634.0,659,Living organisms and their environments,"This unit explores ecosystem organisation, biotic and abiotic factors, material cycling, and the role of decomposers. It covers methods for identifying species and measuring their distribution. Emphasis is on selecting appropriate techniques, accurate measurements, sampling, and fieldwork practices.",Combined science
214.0,16,"[""Identify and name a variety of everyday materials, including rock"", ""Describe the simple physical properties of a variety of everyday materials"", ""Compare and group together different materials on the basis of their simple physical properties"", ""Compare the suitability of different materials, including rock, for particular uses""]",111.0,112,Rocks and soils,"This unit covers comparing and grouping rocks based on appearance and physical properties, understanding fossil formation, and recognising that soils are made from rocks and organic matter. It involves setting up practical enquiries, making observations, and using evidence to answer questions.",Science
566.0,8,"[""All organisms are made up of one or more cells."", ""Organisms can be unicellular or multicellular."", ""The hierarchical organisation of multicellular organisms from cells to tissues to organs to systems to organisms."", ""Similarities and differences between plant and animal cells."", ""The functions of the cell wall, cell membrane, cytoplasm, nucleus, vacuole, mitochondria and chloroplasts.""]",562.0,1073,Eukaryotic and prokaryotic cells,"This unit covers the structure and function of sub-cellular components in eukaryotic and prokaryotic cells and explores DNA as the genetic material of organisms. It explains genetic terms, protein synthesis, and how genetic variants influence phenotypes.",Biology
566.0,8,"[""All organisms are made up of one or more cells."", ""Organisms can be unicellular or multicellular."", ""The hierarchical organisation of multicellular organisms from cells to tissues to organs to systems to organisms."", ""Similarities and differences between plant and animal cells."", ""The functions of the cell wall, cell membrane, cytoplasm, nucleus, vacuole, mitochondria and chloroplasts.""]",562.0,1073,Eukaryotic and prokaryotic cells,"This unit covers the structure and function of sub-cellular components in eukaryotic and prokaryotic cells and explores DNA as the genetic material of organisms. It explains genetic terms, protein synthesis, and how genetic variants influence phenotypes.",Combined science
